ACH_DATE,COMMISSIONER_ORGANISATION_CODE,GEOGRAPHY_CODE,SUB_ICB_LOC_NAME,Measure,Value
31-May-22,01H,E38000215,NHS North East and North Cumbria ICB - 01H,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,2
31-May-22,01H,E38000215,NHS North East and North Cumbria ICB - 01H,NOT_DEFINED,1832
31-May-22,01H,E38000215,NHS North East and North Cumbria ICB - 01H,OTHER_ETHNIC_GROUP,1
31-May-22,01H,E38000215,NHS North East and North Cumbria ICB - 01H,WHITE,972
31-May-22,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,ASIAN_OR_ASIAN_BRITISH,2
31-May-22,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,1
31-May-22,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,NOT_DEFINED,619
31-May-22,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,OTHER_ETHNIC_GROUP,2
31-May-22,01J,E38000091,NHS Cheshire and Merseyside ICB - 01J,WHITE,359
31-May-22,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,ASIAN_OR_ASIAN_BRITISH,13
31-May-22,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,1
31-May-22,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,4
31-May-22,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,NOT_DEFINED,2486
31-May-22,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,OTHER_ETHNIC_GROUP,2
31-May-22,01K,E38000228,NHS Lancashire and South Cumbria ICB - 01K,WHITE,1205
31-May-22,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,ASIAN_OR_ASIAN_BRITISH,1
31-May-22,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,0
31-May-22,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,NOT_DEFINED,488
31-May-22,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,OTHER_ETHNIC_GROUP,1
31-May-22,01T,E38000161,NHS Cheshire and Merseyside ICB - 01T,WHITE,725
31-May-22,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,ASIAN_OR_ASIAN_BRITISH,3
31-May-22,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,1
31-May-22,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,0
31-May-22,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,NOT_DEFINED,681
31-May-22,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,OTHER_ETHNIC_GROUP,1
31-May-22,01V,E38000170,NHS Cheshire and Merseyside ICB - 01V,WHITE,876
31-May-22,01W,E38000174,NHS Greater Manchester ICB - 01W,ASIAN_OR_ASIAN_BRITISH,48
31-May-22,01W,E38000174,NHS Greater Manchester ICB - 01W,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,3
31-May-22,01W,E38000174,NHS Greater Manchester ICB - 01W,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,2
31-May-22,01W,E38000174,NHS Greater Manchester ICB - 01W,NOT_DEFINED,1786
31-May-22,01W,E38000174,NHS Greater Manchester ICB - 01W,OTHER_ETHNIC_GROUP,12
31-May-22,01W,E38000174,NHS Greater Manchester ICB - 01W,WHITE,924
31-May-22,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,ASIAN_OR_ASIAN_BRITISH,3
31-May-22,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,1
31-May-22,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,NOT_DEFINED,1119
31-May-22,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,OTHER_ETHNIC_GROUP,2
31-May-22,01X,E38000172,NHS Cheshire and Merseyside ICB - 01X,WHITE,612
31-May-22,01Y,E38000263,NHS Greater Manchester ICB - 01Y,ASIAN_OR_ASIAN_BRITISH,41
31-May-22,01Y,E38000263,NHS Greater Manchester ICB - 01Y,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,01Y,E38000263,NHS Greater Manchester ICB - 01Y,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,2
31-May-22,01Y,E38000263,NHS Greater Manchester ICB - 01Y,NOT_DEFINED,907
31-May-22,01Y,E38000263,NHS Greater Manchester ICB - 01Y,OTHER_ETHNIC_GROUP,15
31-May-22,01Y,E38000263,NHS Greater Manchester ICB - 01Y,WHITE,748
31-May-22,02A,E38000187,NHS Greater Manchester ICB - 02A,ASIAN_OR_ASIAN_BRITISH,49
31-May-22,02A,E38000187,NHS Greater Manchester ICB - 02A,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,02A,E38000187,NHS Greater Manchester ICB - 02A,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,13
31-May-22,02A,E38000187,NHS Greater Manchester ICB - 02A,NOT_DEFINED,1091
31-May-22,02A,E38000187,NHS Greater Manchester ICB - 02A,OTHER_ETHNIC_GROUP,8
31-May-22,02A,E38000187,NHS Greater Manchester ICB - 02A,WHITE,567
31-May-22,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,ASIAN_OR_ASIAN_BRITISH,12
31-May-22,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,1
31-May-22,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,4
31-May-22,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,NOT_DEFINED,793
31-May-22,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,OTHER_ETHNIC_GROUP,7
31-May-22,02E,E38000194,NHS Cheshire and Merseyside ICB - 02E,WHITE,1002
31-May-22,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,ASIAN_OR_ASIAN_BRITISH,3
31-May-22,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,1
31-May-22,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,0
31-May-22,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,NOT_DEFINED,402
31-May-22,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,OTHER_ETHNIC_GROUP,0
31-May-22,02G,E38000200,NHS Lancashire and South Cumbria ICB - 02G,WHITE,706
31-May-22,02H,E38000205,NHS Greater Manchester ICB - 02H,ASIAN_OR_ASIAN_BRITISH,9
31-May-22,02H,E38000205,NHS Greater Manchester ICB - 02H,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,02H,E38000205,NHS Greater Manchester ICB - 02H,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,3
31-May-22,02H,E38000205,NHS Greater Manchester ICB - 02H,NOT_DEFINED,1454
31-May-22,02H,E38000205,NHS Greater Manchester ICB - 02H,OTHER_ETHNIC_GROUP,4
31-May-22,02H,E38000205,NHS Greater Manchester ICB - 02H,WHITE,1192
31-May-22,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,ASIAN_OR_ASIAN_BRITISH,2
31-May-22,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,3
31-May-22,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,0
31-May-22,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,NOT_DEFINED,540
31-May-22,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,OTHER_ETHNIC_GROUP,20
31-May-22,02M,E38000226,NHS Lancashire and South Cumbria ICB - 02M,WHITE,1459
31-May-22,02P,E38000006,NHS South Yorkshire ICB - 02P,ASIAN_OR_ASIAN_BRITISH,8
31-May-22,02P,E38000006,NHS South Yorkshire ICB - 02P,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,02P,E38000006,NHS South Yorkshire ICB - 02P,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,1
31-May-22,02P,E38000006,NHS South Yorkshire ICB - 02P,NOT_DEFINED,1170
31-May-22,02P,E38000006,NHS South Yorkshire ICB - 02P,OTHER_ETHNIC_GROUP,6
31-May-22,02P,E38000006,NHS South Yorkshire ICB - 02P,WHITE,1016
31-May-22,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,ASIAN_OR_ASIAN_BRITISH,1
31-May-22,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,2
31-May-22,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,NOT_DEFINED,280
31-May-22,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,OTHER_ETHNIC_GROUP,3
31-May-22,02Q,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,WHITE,920
31-May-22,02T,E38000025,NHS West Yorkshire ICB - 02T,ASIAN_OR_ASIAN_BRITISH,56
31-May-22,02T,E38000025,NHS West Yorkshire ICB - 02T,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,02T,E38000025,NHS West Yorkshire ICB - 02T,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,4
31-May-22,02T,E38000025,NHS West Yorkshire ICB - 02T,NOT_DEFINED,755
31-May-22,02T,E38000025,NHS West Yorkshire ICB - 02T,OTHER_ETHNIC_GROUP,29
31-May-22,02T,E38000025,NHS West Yorkshire ICB - 02T,WHITE,742
31-May-22,02X,E38000044,NHS South Yorkshire ICB - 02X,ASIAN_OR_ASIAN_BRITISH,17
31-May-22,02X,E38000044,NHS South Yorkshire ICB - 02X,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,02X,E38000044,NHS South Yorkshire ICB - 02X,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,9
31-May-22,02X,E38000044,NHS South Yorkshire ICB - 02X,NOT_DEFINED,688
31-May-22,02X,E38000044,NHS South Yorkshire ICB - 02X,OTHER_ETHNIC_GROUP,4
31-May-22,02X,E38000044,NHS South Yorkshire ICB - 02X,WHITE,1797
31-May-22,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,ASIAN_OR_ASIAN_BRITISH,5
31-May-22,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,1
31-May-22,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,NOT_DEFINED,2086
31-May-22,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,OTHER_ETHNIC_GROUP,2
31-May-22,02Y,E38000052,NHS Humber and North Yorkshire ICB - 02Y,WHITE,926
31-May-22,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,ASIAN_OR_ASIAN_BRITISH,6
31-May-22,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,1
31-May-22,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,2
31-May-22,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,NOT_DEFINED,1373
31-May-22,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,OTHER_ETHNIC_GROUP,2
31-May-22,03F,E38000085,NHS Humber and North Yorkshire ICB - 03F,WHITE,510
31-May-22,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,ASIAN_OR_ASIAN_BRITISH,4
31-May-22,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,0
31-May-22,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,NOT_DEFINED,693
31-May-22,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,OTHER_ETHNIC_GROUP,2
31-May-22,03H,E38000119,NHS Humber and North Yorkshire ICB - 03H,WHITE,720
31-May-22,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,ASIAN_OR_ASIAN_BRITISH,6
31-May-22,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,3
31-May-22,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,NOT_DEFINED,588
31-May-22,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,OTHER_ETHNIC_GROUP,3
31-May-22,03K,E38000122,NHS Humber and North Yorkshire ICB - 03K,WHITE,710
31-May-22,03L,E38000141,NHS South Yorkshire ICB - 03L,ASIAN_OR_ASIAN_BRITISH,28
31-May-22,03L,E38000141,NHS South Yorkshire ICB - 03L,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,03L,E38000141,NHS South Yorkshire ICB - 03L,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,1
31-May-22,03L,E38000141,NHS South Yorkshire ICB - 03L,NOT_DEFINED,816
31-May-22,03L,E38000141,NHS South Yorkshire ICB - 03L,OTHER_ETHNIC_GROUP,5
31-May-22,03L,E38000141,NHS South Yorkshire ICB - 03L,WHITE,1657
31-May-22,03N,E38000146,NHS South Yorkshire ICB - 03N,ASIAN_OR_ASIAN_BRITISH,99
31-May-22,03N,E38000146,NHS South Yorkshire ICB - 03N,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,3
31-May-22,03N,E38000146,NHS South Yorkshire ICB - 03N,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,21
31-May-22,03N,E38000146,NHS South Yorkshire ICB - 03N,NOT_DEFINED,2878
31-May-22,03N,E38000146,NHS South Yorkshire ICB - 03N,OTHER_ETHNIC_GROUP,24
31-May-22,03N,E38000146,NHS South Yorkshire ICB - 03N,WHITE,1682
31-May-22,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,ASIAN_OR_ASIAN_BRITISH,5
31-May-22,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,6
31-May-22,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,NOT_DEFINED,1896
31-May-22,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,OTHER_ETHNIC_GROUP,6
31-May-22,03Q,E38000188,NHS Humber and North Yorkshire ICB - 03Q,WHITE,797
31-May-22,03R,E38000190,NHS West Yorkshire ICB - 03R,ASIAN_OR_ASIAN_BRITISH,18
31-May-22,03R,E38000190,NHS West Yorkshire ICB - 03R,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,03R,E38000190,NHS West Yorkshire ICB - 03R,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,1
31-May-22,03R,E38000190,NHS West Yorkshire ICB - 03R,NOT_DEFINED,1321
31-May-22,03R,E38000190,NHS West Yorkshire ICB - 03R,OTHER_ETHNIC_GROUP,9
31-May-22,03R,E38000190,NHS West Yorkshire ICB - 03R,WHITE,1429
31-May-22,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",ASIAN_OR_ASIAN_BRITISH,72
31-May-22,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",MIXED_OR_MULTIPLE_ETHNIC_GROUPS,8
31-May-22,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",NOT_DEFINED,940
31-May-22,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",OTHER_ETHNIC_GROUP,11
31-May-22,03W,E38000051,"NHS Leicester, Leicestershire and Rutland ICB - 03W",WHITE,2026
31-May-22,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",ASIAN_OR_ASIAN_BRITISH,631
31-May-22,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,3
31-May-22,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",MIXED_OR_MULTIPLE_ETHNIC_GROUPS,48
31-May-22,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",NOT_DEFINED,377
31-May-22,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",OTHER_ETHNIC_GROUP,7
31-May-22,04C,E38000097,"NHS Leicester, Leicestershire and Rutland ICB - 04C",WHITE,1164
31-May-22,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",ASIAN_OR_ASIAN_BRITISH,85
31-May-22,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",MIXED_OR_MULTIPLE_ETHNIC_GROUPS,12
31-May-22,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",NOT_DEFINED,775
31-May-22,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",OTHER_ETHNIC_GROUP,7
31-May-22,04V,E38000201,"NHS Leicester, Leicestershire and Rutland ICB - 04V",WHITE,2168
31-May-22,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,ASIAN_OR_ASIAN_BRITISH,11
31-May-22,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,1
31-May-22,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,0
31-May-22,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,NOT_DEFINED,358
31-May-22,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,OTHER_ETHNIC_GROUP,2
31-May-22,04Y,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,WHITE,771
31-May-22,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,ASIAN_OR_ASIAN_BRITISH,14
31-May-22,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,5
31-May-22,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,5
31-May-22,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,NOT_DEFINED,396
31-May-22,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,OTHER_ETHNIC_GROUP,3
31-May-22,05D,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,WHITE,575
31-May-22,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,ASIAN_OR_ASIAN_BRITISH,7
31-May-22,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,5
31-May-22,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,3
31-May-22,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,NOT_DEFINED,302
31-May-22,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,OTHER_ETHNIC_GROUP,4
31-May-22,05G,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,WHITE,1939
31-May-22,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,ASIAN_OR_ASIAN_BRITISH,7
31-May-22,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,4
31-May-22,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,2
31-May-22,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,NOT_DEFINED,616
31-May-22,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,OTHER_ETHNIC_GROUP,5
31-May-22,05Q,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,WHITE,1263
31-May-22,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,ASIAN_OR_ASIAN_BRITISH,8
31-May-22,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,5
31-May-22,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,2
31-May-22,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,NOT_DEFINED,458
31-May-22,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,OTHER_ETHNIC_GROUP,9
31-May-22,05V,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,WHITE,872
31-May-22,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,ASIAN_OR_ASIAN_BRITISH,64
31-May-22,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,7
31-May-22,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,12
31-May-22,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,NOT_DEFINED,117
31-May-22,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,OTHER_ETHNIC_GROUP,6
31-May-22,05W,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,WHITE,2558
31-May-22,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,ASIAN_OR_ASIAN_BRITISH,113
31-May-22,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,2
31-May-22,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,19
31-May-22,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,NOT_DEFINED,3821
31-May-22,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,OTHER_ETHNIC_GROUP,21
31-May-22,06H,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,WHITE,2042
31-May-22,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,ASIAN_OR_ASIAN_BRITISH,68
31-May-22,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,0
31-May-22,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,20
31-May-22,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,NOT_DEFINED,1586
31-May-22,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,OTHER_ETHNIC_GROUP,49
31-May-22,06K,E38000049,NHS Hertfordshire and West Essex ICB - 06K,WHITE,2606
31-May-22,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,ASIAN_OR_ASIAN_BRITISH,19
31-May-22,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,5
31-May-22,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,10
31-May-22,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,NOT_DEFINED,1689
31-May-22,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,OTHER_ETHNIC_GROUP,7
31-May-22,06L,E38000086,NHS Suffolk and North East Essex ICB - 06L,WHITE,2026
31-May-22,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,ASIAN_OR_ASIAN_BRITISH,171
31-May-22,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,1
31-May-22,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,21
31-May-22,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,NOT_DEFINED,2799
31-May-22,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,OTHER_ETHNIC_GROUP,72
31-May-22,06N,E38000079,NHS Hertfordshire and West Essex ICB - 06N,WHITE,1522
31-May-22,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,ASIAN_OR_ASIAN_BRITISH,25
31-May-22,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,1
31-May-22,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,MIXED_OR_MULTIPLE_ETHNIC_GROUPS,10
31-May-22,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,NOT_DEFINED,790
31-May-22,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,OTHER_ETHNIC_GROUP,11
31-May-22,06Q,E38000106,NHS Mid and South Essex ICB - 06Q,WHITE,2137
31-May-22,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,ASIAN_OR_ASIAN_BRITISH,13
31-May-22,06T,E38000117,NHS Suffolk and North East Essex ICB - 06T,BLACK_OR_AFRICAN_OR_CARIBBEAN_OR_BLACK_BRITISH,3
